step time temperature strxx stryy strzz lx ly lz
29600 2.960000 95.158922 -0.511988 -0.493403 -0.506121 34.389992 34.318471 34.612481 
29700 2.970000 95.198509 -0.511139 -0.492537 -0.505670 34.394114 34.316207 34.614599 
29800 2.980000 95.379582 -0.510773 -0.491125 -0.503859 34.397946 34.313646 34.616562 
29900 2.990000 95.656838 -0.511185 -0.489104 -0.501172 34.401651 34.310601 34.617898 
30000 3.000000 95.918000 -0.512337 -0.486803 -0.498658 34.405499 34.306862 34.618303 
30100 3.010000 96.076391 -0.513922 -0.484597 -0.497177 34.409744 34.302335 34.617839 
30200 3.020000 96.142087 -0.515563 -0.482593 -0.496749 34.414534 34.297051 34.616861 
30300 3.030000 96.178375 -0.517016 -0.480901 -0.496721 34.419890 34.291081 34.615736 
30400 3.040000 96.210163 -0.518222 -0.479876 -0.496504 34.425748 34.284532 34.614601 
30500 3.050000 96.191991 -0.519335 -0.479938 -0.496003 34.432021 34.277632 34.613391 
30600 3.060000 96.060969 -0.520572 -0.481183 -0.495487 34.438678 34.270756 34.612007 
30700 3.070000 95.822301 -0.521835 -0.483220 -0.495174 34.445763 34.264307 34.610445 
30800 3.080000 95.594744 -0.522501 -0.485363 -0.494880 34.453284 34.258558 34.608775 
30900 3.090000 95.535428 -0.521795 -0.486989 -0.494251 34.461036 34.253543 34.607003 
31000 3.100000 95.719521 -0.519465 -0.487790 -0.493269 34.468547 34.249086 34.605013 
31100 3.110000 96.102972 -0.515942 -0.487829 -0.492275 34.475256 34.244904 34.602684 
31200 3.120000 96.542918 -0.512149 -0.487644 -0.491694 34.480752 34.240736 34.600011 
31300 3.130000 96.852565 -0.509086 -0.488094 -0.491857 34.484941 34.236506 34.597137 
31400 3.140000 96.878983 -0.507427 -0.489883 -0.492915 34.488075 34.232429 34.594320 
31500 3.150000 96.544184 -0.507355 -0.493303 -0.494847 34.490636 34.228966 34.591869 
31600 3.160000 95.867379 -0.508644 -0.498240 -0.497270 34.493173 34.226674 34.590087 
31700 3.170000 95.034203 -0.510590 -0.503890 -0.499107 34.496155 34.226071 34.589143 
31800 3.180000 94.377207 -0.512178 -0.508716 -0.499003 34.499808 34.227403 34.588833 
31900 3.190000 94.126620 -0.512723 -0.511492 -0.496582 34.504009 34.230386 34.588489 
32000 3.200000 94.239124 -0.512196 -0.512255 -0.492861 34.508399 34.234320 34.587307 
32100 3.210000 94.545605 -0.510857 -0.511762 -0.489187 34.512608 34.238515 34.584837 
32200 3.220000 94.921452 -0.508923 -0.510548 -0.486507 34.516355 34.242542 34.581098 
32300 3.230000 95.305362 -0.506572 -0.508730 -0.485272 34.519435 34.246154 34.576432 
32400 3.240000 95.673408 -0.504057 -0.506366 -0.485494 34.521703 34.249144 34.571339 
32500 3.250000 96.014457 -0.501617 -0.503747 -0.486705 34.523104 34.251324 34.566324 
32600 3.260000 96.321897 -0.499402 -0.501449 -0.488181 34.523662 34.252608 34.561729 
32700 3.270000 96.583250 -0.497469 -0.500030 -0.489362 34.523456 34.253104 34.557644 
32800 3.280000 96.750673 -0.495862 -0.499821 -0.490336 34.522582 34.253114 34.553968 
32900 3.290000 96.760929 -0.494660 -0.500800 -0.491617 34.521154 34.253053 34.550628 
33000 3.300000 96.593691 -0.493923 -0.502487 -0.493624 34.519310 34.253327 34.547732 
33100 3.310000 96.291750 -0.493636 -0.504104 -0.496431 34.517212 34.254179 34.545529 
33200 3.320000 95.955000 -0.493569 -0.504849 -0.499780 34.515016 34.255585 34.544296 
33300 3.330000 95.718209 -0.493331 -0.504139 -0.503122 34.512796 34.257246 34.544220 
33400 3.340000 95.687119 -0.492720 -0.501839 -0.505769 34.510494 34.258664 34.545299 
33500 3.350000 95.889369 -0.491884 -0.498493 -0.507038 34.507982 34.259294 34.547292 
33600 3.360000 96.293097 -0.491138 -0.495027 -0.506379 34.505181 34.258777 34.549723 
33700 3.370000 96.803998 -0.490951 -0.492228 -0.503923 34.502123 34.257074 34.551927 
33800 3.380000 97.244560 -0.491859 -0.490594 -0.500751 34.499001 34.254411 34.553282 
33900 3.390000 97.422660 -0.494236 -0.490470 -0.498138 34.496193 34.251189 34.553542 
34000 3.400000 97.270226 -0.497947 -0.491834 -0.496614 34.494205 34.247925 34.552898 
34100 3.410000 96.911709 -0.502213 -0.494106 -0.495679 34.493496 34.245128 34.551729 
34200 3.420000 96.561066 -0.506058 -0.496496 -0.494453 34.494260 34.243110 34.550236 
34300 3.430000 96.361204 -0.508799 -0.498449 -0.492584 34.496349 34.241910 34.548319 
34400 3.440000 96.352371 -0.509901 -0.499730 -0.490582 34.499385 34.241379 34.545757 
34500 3.450000 96.554042 -0.508471 -0.500436 -0.489308 34.502800 34.241286 34.542503 
34600 3.460000 96.914961 -0.504679 -0.500832 -0.489219 34.505723 34.241435 34.538810 
34700 3.470000 97.265716 -0.500418 -0.501271 -0.490127 34.507338 34.241720 34.535086 
34800 3.480000 97.501465 -0.497123 -0.502135 -0.491339 34.507482 34.242156 34.531677 
34900 3.490000 97.610977 -0.495228 -0.503728 -0.492052 34.506490 34.242887 34.528686 
35000 3.500000 97.620470 -0.494701 -0.506063 -0.491827 34.504843 34.244163 34.525942 
35100 3.510000 97.556445 -0.495244 -0.508739 -0.490892 34.503015 34.246240 34.523120 
35200 3.520000 97.422999 -0.496494 -0.511109 -0.490078 34.501374 34.249232 34.519976 
35300 3.530000 97.226362 -0.498121 -0.512475 -0.490209 34.500164 34.253037 34.516551 
35400 3.540000 97.026162 -0.499764 -0.512296 -0.491456 34.499516 34.257310 34.513171 
35500 3.550000 96.916867 -0.501063 -0.510478 -0.493253 34.499434 34.261522 34.510222 
35600 3.560000 96.963257 -0.501762 -0.507542 -0.494789 34.499801 34.265112 34.507894 
35700 3.570000 97.148930 -0.501877 -0.504312 -0.495675 34.500409 34.267697 34.506095 
35800 3.580000 97.360795 -0.501824 -0.501425 -0.496337 34.501056 34.269174 34.504603 
35900 3.590000 97.450280 -0.502152 -0.499211 -0.497590 34.501686 34.269663 34.503339 
36000 3.600000 97.314977 -0.503199 -0.497897 -0.499862 34.502428 34.269392 34.502508 
36100 3.610000 96.922557 -0.504961 -0.497628 -0.503053 34.503532 34.268672 34.502460 
36200 3.620000 96.325182 -0.507043 -0.498360 -0.506650 34.505244 34.267859 34.503513 
36300 3.630000 95.673108 -0.508703 -0.499786 -0.509745 34.507674 34.267297 34.505808 
36400 3.640000 95.161131 -0.509160 -0.501413 -0.511379 34.510677 34.267224 34.509170 
36500 3.650000 94.920923 -0.508091 -0.502719 -0.511142 34.513838 34.267708 34.513097 
36600 3.660000 94.957406 -0.505863 -0.503318 -0.509404 34.516631 34.268640 34.516943 
36700 3.670000 95.182167 -0.503214 -0.503050 -0.506975 34.518654 34.269777 34.520189 
36800 3.680000 95.496963 -0.500691 -0.501987 -0.504613 34.519763 34.270822 34.522596 
36900 3.690000 95.849892 -0.498474 -0.500384 -0.502644 34.520002 34.271503 34.524189 
37000 3.700000 96.218992 -0.496701 -0.498541 -0.500967 34.519475 34.271635 34.525102 
37100 3.710000 96.580441 -0.495637 -0.496590 -0.499483 34.518337 34.271135 34.525436 
37200 3.720000 96.900642 -0.495328 -0.494623 -0.498406 34.516831 34.269966 34.525257 
37300 3.730000 97.129129 -0.495545 -0.492956 -0.498127 34.515218 34.268123 34.524707 
37400 3.740000 97.213063 -0.496085 -0.491923 -0.498943 34.513680 34.265709 34.524060 
37500 3.750000 97.126902 -0.496957 -0.491529 -0.500904 34.512329 34.262942 34.523695 
37600 3.760000 96.885176 -0.498208 -0.491564 -0.503757 34.511279 34.260039 34.524007 
37700 3.770000 96.523660 -0.499766 -0.491935 -0.507030 34.510661 34.257149 34.525304 
37800 3.780000 96.081729 -0.501544 -0.492644 -0.510194 34.510580 34.254386 34.527732 
37900 3.790000 95.607795 -0.503589 -0.493559 -0.512653 34.511113 34.251866 34.531251 
38000 3.800000 95.158026 -0.505957 -0.494477 -0.513867 34.512351 34.249660 34.535621 
38100 3.810000 94.787589 -0.508409 -0.495264 -0.513618 34.514407 34.247768 34.540410 
38200 3.820000 94.553406 -0.510387 -0.495795 -0.512070 34.517310 34.246146 34.545113 
38300 3.830000 94.516543 -0.511329 -0.495694 -0.509693 34.520895 34.244706 34.549283 
38400 3.840000 94.702902 -0.511058 -0.494441 -0.507214 34.524806 34.243232 34.552632 
38500 3.850000 95.041185 -0.509914 -0.491997 -0.505447 34.528623 34.241328 34.555124 
38600 3.860000 95.398370 -0.508528 -0.489043 -0.504759 34.532046 34.238588 34.557006 
38700 3.870000 95.680454 -0.507358 -0.486454 -0.504865 34.534991 34.234836 34.558651 
38800 3.880000 95.830073 -0.506604 -0.484921 -0.505388 34.537532 34.230199 34.560333 
38900 3.890000 95.794130 -0.506341 -0.484744 -0.506336 34.539813 34.225037 34.562195 
39000 3.900000 95.583900 -0.506418 -0.485732 -0.507643 34.542003 34.219816 34.564385 
39100 3.910000 95.300667 -0.506473 -0.487465 -0.508711 34.544220 34.214934 34.567026 
39200 3.920000 95.067334 -0.506319 -0.489456 -0.508720 34.546456 34.210645 34.570037 
39300 3.930000 94.987041 -0.505982 -0.491024 -0.507233 34.548639 34.207038 34.573052 
39400 3.940000 95.163674 -0.505347 -0.491220 -0.504389 34.550706 34.203967 34.575552 
39500 3.950000 95.667195 -0.504143 -0.489330 -0.500812 34.552554 34.200964 34.577070 
39600 3.960000 96.446195 -0.502359 -0.485608 -0.497290 34.553985 34.197315 34.577351 
39700 3.970000 97.329950 -0.500430 -0.481266 -0.494444 34.554800 34.192393 34.576414 
39800 3.980000 98.108969 -0.499003 -0.477720 -0.492671 34.554949 34.185988 34.574493 
39900 3.990000 98.601546 -0.498561 -0.475992 -0.492293 34.554605 34.178371 34.571959 
40000 4.000000 98.722953 -0.499192 -0.476473 -0.493352 34.554107 34.170165 34.569294 
40100 4.010000 98.510292 -0.500546 -0.478926 -0.495500 34.553828 34.162126 34.566996 
40200 4.020000 98.078702 -0.502044 -0.482646 -0.498231 34.554017 34.154927 34.565441 
40300 4.030000 97.589562 -0.503077 -0.486720 -0.500937 34.554723 34.148999 34.564829 
40400 4.040000 97.214787 -0.503359 -0.490280 -0.502747 34.555786 34.144465 34.565153 
40500 4.050000 97.063319 -0.503212 -0.492742 -0.502894 34.556946 34.141146 34.566103 
40600 4.060000 97.116742 -0.503292 -0.494035 -0.501305 34.558057 34.138668 34.567103 
40700 4.070000 97.253471 -0.504160 -0.494561 -0.498646 34.559194 34.136631 34.567554 
40800 4.080000 97.338586 -0.506057 -0.495009 -0.495637 34.560632 34.134775 34.567086 
40900 4.090000 97.310804 -0.508779 -0.496043 -0.492453 34.562725 34.133071 34.565578 
41000 4.100000 97.227927 -0.511583 -0.497906 -0.488854 34.565760 34.131720 34.562969 
41100 4.110000 97.200673 -0.513548 -0.500328 -0.484823 34.569763 34.131006 34.559117 
41200 4.120000 97.252156 -0.514262 -0.502979 -0.480964 34.574447 34.131118 34.553871 
41300 4.130000 97.272824 -0.514241 -0.505760 -0.478186 34.579378 34.132134 34.547294 
41400 4.140000 97.129506 -0.514490 -0.508496 -0.477069 34.584302 34.134100 34.539758 
41500 4.150000 96.813346 -0.515442 -0.510636 -0.477568 34.589314 34.137000 34.531837 
41600 4.160000 96.489189 -0.516542 -0.511320 -0.479043 34.594655 34.140631 34.524091 
41700 4.170000 96.386996 -0.516905 -0.509750 -0.480656 34.600377 34.144496 34.516856 
41800 4.180000 96.613157 -0.516142 -0.506007 -0.481884 34.606226 34.147825 34.510179 
41900 4.190000 97.054485 -0.514694 -0.501329 -0.482794 34.611813 34.149876 34.503927 
42000 4.200000 97.437069 -0.513649 -0.497406 -0.483925 34.616898 34.150330 34.497990 
42100 4.210000 97.465658 -0.514160 -0.495595 -0.485936 34.621623 34.149444 34.492445 
42200 4.220000 97.012883 -0.516395 -0.496396 -0.489062 34.626526 34.147940 34.487593 
42300 4.230000 96.234299 -0.519059 -0.499184 -0.492835 34.632203 34.146709 34.483821 
42400 4.240000 95.442822 -0.520384 -0.502687 -0.496422 34.638804 34.146430 34.481350 
42500 4.250000 94.860701 -0.519555 -0.505772 -0.499286 34.645864 34.147348 34.480116 
42600 4.260000 94.532555 -0.517110 -0.507741 -0.501406 34.652639 34.149319 34.479870 
42700 4.270000 94.395018 -0.514211 -0.508351 -0.502913 34.658568 34.151962 34.480355 
42800 4.280000 94.351673 -0.511840 -0.507843 -0.503920 34.663494 34.154814 34.481360 
42900 4.290000 94.311386 -0.510340 -0.506867 -0.504554 34.667598 34.157493 34.482711 
43000 4.300000 94.238104 -0.509388 -0.506063 -0.504904 34.671183 34.159839 34.484281 
43100 4.310000 94.179167 -0.508208 -0.505576 -0.505005 34.674438 34.161910 34.485973 
43200 4.320000 94.188479 -0.506242 -0.505151 -0.505076 34.677284 34.163815 34.487699 
43300 4.330000 94.272771 -0.503537 -0.504440 -0.505389 34.679448 34.165575 34.489449 
43400 4.340000 94.459141 -0.500372 -0.503103 -0.505780 34.680675 34.167092 34.491308 
43500 4.350000 94.817274 -0.497008 -0.500835 -0.505624 34.680804 34.168152 34.493302 
43600 4.360000 95.379664 -0.493811 -0.497555 -0.504534 34.679766 34.168437 34.495242 
43700 4.370000 96.073367 -0.491211 -0.493607 -0.502814 34.677620 34.167602 34.496806 
43800 4.380000 96.729273 -0.489560 -0.489850 -0.501285 34.674572 34.165417 34.497777 
43900 4.390000 97.181400 -0.488937 -0.487319 -0.500589 34.670952 34.161949 34.498220 
44000 4.400000 97.385225 -0.488989 -0.486520 -0.500774 34.667116 34.157617 34.498423 
44100 4.410000 97.428272 -0.489164 -0.487087 -0.501424 34.663299 34.153013 34.498690 
44200 4.420000 97.455522 -0.489084 -0.488081 -0.501995 34.659543 34.148603 34.499181 
44300 4.430000 97.591594 -0.488615 -0.488670 -0.502013 34.655760 34.144533 34.499870 
44400 4.440000 97.862554 -0.487849 -0.488693 -0.501389 34.651814 34.140664 34.500564 
44500 4.450000 98.174270 -0.487142 -0.488596 -0.500550 34.647604 34.136804 34.501043 
44600 4.460000 98.382775 -0.486991 -0.488938 -0.500120 34.643149 34.132911 34.501233 
44700 4.470000 98.386280 -0.487718 -0.490030 -0.500484 34.638642 34.129135 34.501274 
44800 4.480000 98.159462 -0.489297 -0.491955 -0.501652 34.634387 34.125732 34.501441 
44900 4.490000 97.748956 -0.491448 -0.494518 -0.503271 34.630680 34.122987 34.502011 
45000 4.500000 97.300808 -0.493683 -0.497136 -0.504573 34.627719 34.121116 34.503140 
45100 4.510000 97.044916 -0.495267 -0.498925 -0.504607 34.625532 34.120139 34.504718 
45200 4.520000 97.105340 -0.495979 -0.499392 -0.502983 34.623893 34.119772 34.506308 
45300 4.530000 97.375453 -0.496527 -0.498783 -0.500342 34.622501 34.119565 34.507337 
45400 4.540000 97.646798 -0.497550 -0.497699 -0.497959 34.621298 34.119150 34.507455 
45500 4.550000 97.810797 -0.498974 -0.496486 -0.496723 34.620450 34.118365 34.506751 
45600 4.560000 97.904587 -0.500381 -0.494991 -0.496647 34.620095 34.117166 34.505620 
45700 4.570000 98.000483 -0.501613 -0.492915 -0.497339 34.620227 34.115457 34.504463 
45800 4.580000 98.108080 -0.502769 -0.490328 -0.498537 34.620785 34.113040 34.503545 
45900 4.590000 98.158747 -0.503972 -0.487908 -0.500245 34.621744 34.109740 34.503040 
46000 4.600000 98.068374 -0.505285 -0.486448 -0.502451 34.623119 34.105616 34.503125 
46100 4.610000 97.810306 -0.506684 -0.486331 -0.504901 34.624949 34.100994 34.503970 
46200 4.620000 97.441699 -0.507801 -0.487572 -0.507115 34.627264 34.096333 34.505661 
46300 4.630000 97.093167 -0.507960 -0.489797 -0.508562 34.629965 34.092095 34.508116 
46400 4.640000 96.912917 -0.506840 -0.492044 -0.508933 34.632722 34.088617 34.511071 
46500 4.650000 96.991138 -0.504828 -0.493140 -0.508306 34.635091 34.085905 34.514154 
46600 4.660000 97.296003 -0.502547 -0.492809 -0.507042 34.636763 34.083566 34.517021 
46700 4.670000 97.684502 -0.500506 -0.491953 -0.505646 34.637645 34.081115 34.519451 
46800 4.680000 97.961362 -0.499227 -0.491607 -0.504824 34.637820 34.078373 34.521400 
46900 4.690000 97.922665 -0.499295 -0.492345 -0.505467 34.637552 34.075513 34.523065 
47000 4.700000 97.492098 -0.500919 -0.494044 -0.507832 34.637308 34.072904 34.524953 
47100 4.710000 96.840307 -0.503516 -0.495920 -0.510812 34.637627 34.070875 34.527657 
47200 4.720000 96.268951 -0.506107 -0.497087 -0.512634 34.638845 34.069485 34.531390 
47300 4.730000 95.965707 -0.508004 -0.497209 -0.512364 34.640960 34.068492 34.535753 
47400 4.740000 95.945679 -0.508860 -0.496593 -0.510270 34.643733 34.067541 34.540022 
47500 4.750000 96.139153 -0.508483 -0.495862 -0.507140 34.646802 34.066381 34.543570 
47600 4.760000 96.442490 -0.506963 -0.495661 -0.503719 34.649741 34.064971 34.546036 
47700 4.770000 96.744600 -0.504812 -0.496324 -0.500551 34.652154 34.063493 34.547321 
47800 4.780000 96.983347 -0.502691 -0.497661 -0.497862 34.653821 34.062241 34.547511 
47900 4.790000 97.196496 -0.500909 -0.498943 -0.495548 34.654754 34.061444 34.546772 
48000 4.800000 97.457785 -0.499556 -0.499409 -0.493474 34.655069 34.061084 34.545234 
48100 4.810000 97.729137 -0.499086 -0.498887 -0.491849 34.654915 34.060883 34.542980 
48200 4.820000 97.863508 -0.500282 -0.497846 -0.491023 34.654598 34.060504 34.540164 
48300 4.830000 97.784601 -0.503352 -0.496746 -0.490914 34.654696 34.059770 34.537064 
48400 4.840000 97.576500 -0.507385 -0.495668 -0.491135 34.655858 34.058662 34.533926 
48500 4.850000 97.379809 -0.510767 -0.494439 -0.491729 34.658417 34.057186 34.530864 
48600 4.860000 97.277640 -0.512266 -0.493067 -0.493005 34.662149 34.055292 34.528008 
48700 4.870000 97.272880 -0.511699 -0.491905 -0.494878 34.666400 34.052931 34.525593 
48800 4.880000 97.330032 -0.509705 -0.491411 -0.496791 34.670456 34.050175 34.523825 
48900 4.890000 97.432736 -0.507240 -0.491727 -0.497922 34.673820 34.047250 34.522717 
49000 4.900000 97.589786 -0.505250 -0.492628 -0.497561 34.676331 34.044433 34.521999 
49100 4.910000 97.775396 -0.504375 -0.493861 -0.495713 34.678151 34.041924 34.521157 
49200 4.920000 97.901670 -0.504842 -0.495397 -0.493227 34.679668 34.039834 34.519677 
49300 4.930000 97.851269 -0.506515 -0.497324 -0.491377 34.681347 34.038267 34.517339 
49400 4.940000 97.539532 -0.508918 -0.499670 -0.491266 34.683607 34.037356 34.514363 
49500 4.950000 96.983525 -0.511188 -0.502412 -0.493214 34.686700 34.037244 34.511348 
49600 4.960000 96.298100 -0.512458 -0.505371 -0.496610 34.690580 34.038065 34.509006 
49700 4.970000 95.629638 -0.512624 -0.507925 -0.500316 34.694902 34.039893 34.507836 
49800 4.980000 95.166956 -0.512069 -0.508853 -0.503082 34.699282 34.042591 34.507945 
49900 4.990000 95.079700 -0.510885 -0.507164 -0.504248 34.703470 34.045604 34.509009 
50000 5.000000 95.322869 -0.508997 -0.503250 -0.504549 34.707247 34.048043 34.510475 
50100 5.010000 95.716339 -0.506292 -0.498630 -0.505047 34.710370 34.049150 34.512045 
50200 5.020000 96.129088 -0.502862 -0.494767 -0.505915 34.712554 34.048683 34.513787 
50300 5.030000 96.487994 -0.499323 -0.492359 -0.506715 34.713547 34.046902 34.515828 
50400 5.040000 96.736152 -0.496533 -0.491293 -0.507298 34.713313 34.044300 34.518146 
50500 5.050000 96.821342 -0.495024 -0.491001 -0.508135 34.712109 34.041336 34.520665 
50600 5.060000 96.736511 -0.494717 -0.490929 -0.509732 34.710382 34.038273 34.523473 
50700 5.070000 96.537056 -0.495013 -0.491000 -0.511931 34.708548 34.035185 34.526833 
50800 5.080000 96.273280 -0.495382 -0.491699 -0.514017 34.706817 34.032122 34.530953 
50900 5.090000 95.951390 -0.495763 -0.493555 -0.515298 34.705215 34.029297 34.535793 
51000 5.100000 95.595509 -0.496168 -0.496517 -0.515394 34.703744 34.027104 34.541076 
51100 5.110000 95.322963 -0.496110 -0.499848 -0.514114 34.702414 34.025919 34.546394 
51200 5.120000 95.315367 -0.494768 -0.502541 -0.511392 34.701064 34.025867 34.551270 
51300 5.130000 95.694725 -0.491717 -0.503853 -0.507392 34.699249 34.026731 34.555205 
51400 5.140000 96.443665 -0.487332 -0.503642 -0.502641 34.696375 34.028042 34.557760 
51500 5.150000 97.436785 -0.482459 -0.502245 -0.497854 34.691979 34.029282 34.558673 
51600 5.160000 98.496264 -0.478134 -0.500329 -0.493673 34.685894 34.030046 34.557931 
51700 5.170000 99.399402 -0.475649 -0.498712 -0.490568 34.678310 34.030158 34.555744 
51800 5.180000 99.911996 -0.476230 -0.498100 -0.488973 34.669865 34.029719 34.552485 
51900 5.190000 99.870326 -0.480222 -0.498915 -0.489382 34.661624 34.029072 34.548675 
52000 5.200000 99.259640 -0.486761 -0.501133 -0.492008 34.654769 34.028703 34.545007 
52100 5.210000 98.264200 -0.494130 -0.504192 -0.496239 34.650181 34.029089 34.542246 
52200 5.220000 97.199369 -0.500518 -0.507257 -0.500620 34.648147 34.030515 34.540947 
52300 5.230000 96.342828 -0.504712 -0.509776 -0.503675 34.648326 34.032985 34.541161 
52400 5.240000 95.840960 -0.506435 -0.511493 -0.504571 34.649959 34.036312 34.542430 
52500 5.250000 95.739366 -0.506180 -0.512091 -0.503142 34.652189 34.040224 34.544009 
52600 5.260000 96.027604 -0.504814 -0.511259 -0.499583 34.654330 34.044339 34.545094 
52700 5.270000 96.615665 -0.503321 -0.509139 -0.494389 34.655999 34.048172 34.544950 
52800 5.280000 97.308919 -0.502594 -0.506481 -0.488531 34.657149 34.051284 34.543012 
52900 5.290000 97.889642 -0.503074 -0.504168 -0.483224 34.658049 34.053491 34.539050 
53000 5.300000 98.251373 -0.504461 -0.502606 -0.479405 34.659114 34.054910 34.533256 
53100 5.310000 98.458007 -0.505763 -0.501516 -0.477351 34.660660 34.055798 34.526144 
53200 5.320000 98.665288 -0.505874 -0.500493 -0.476712 34.662657 34.056314 34.518324 
53300 5.330000 98.956995 -0.504388 -0.499676 -0.476861 34.664693 34.056482 34.510286 
53400 5.340000 99.276482 -0.501900 -0.499572 -0.477468 34.666214 34.056372 34.502300 
53500 5.350000 99.486883 -0.499327 -0.500382 -0.478987 34.666873 34.056226 34.494526 
53600 5.360000 99.459835 -0.497347 -0.502030 -0.482061 34.666640 34.056356 34.487278 
53700 5.370000 99.144769 -0.496360 -0.504419 -0.486585 34.665720 34.057047 34.481091 
53800 5.380000 98.598210 -0.496443 -0.507343 -0.491630 34.664458 34.058553 34.476466 
53900 5.390000 97.972985 -0.497249 -0.510330 -0.495951 34.663225 34.061054 34.473580 
54000 5.400000 97.462530 -0.498026 -0.512688 -0.498694 34.662272 34.064572 34.472184 
54100 5.410000 97.213127 -0.497980 -0.513676 -0.499966 34.661588 34.068894 34.471734 
54200 5.420000 97.236042 -0.496896 -0.512858 -0.500668 34.660887 34.073553 34.471722 
54300 5.430000 97.396201 -0.495424 -0.510461 -0.501815 34.659811 34.077935 34.471953 
54400 5.440000 97.511504 -0.494554 -0.507129 -0.504005 34.658226 34.081500 34.472578 
54500 5.450000 97.474674 -0.494965 -0.503422 -0.507142 34.656338 34.083929 34.473959 
54600 5.460000 97.299202 -0.496766 -0.499758 -0.510330 34.654593 34.085096 34.476421 
54700 5.470000 97.097539 -0.499478 -0.496445 -0.512307 34.653472 34.085013 34.479983 
54800 5.480000 97.022826 -0.502258 -0.493556 -0.512126 34.653291 34.083801 34.484226 
54900 5.490000 97.160081 -0.504357 -0.491099 -0.509780 34.654074 34.081605 34.488408 
55000 5.500000 97.462712 -0.505434 -0.489341 -0.506178 34.655584 34.078571 34.491780 
55100 5.510000 97.818121 -0.505386 -0.488630 -0.502580 34.657467 34.074939 34.493911 
55200 5.520000 98.133929 -0.504276 -0.488852 -0.500112 34.659334 34.071064 34.494801 
55300 5.530000 98.365948 -0.502569 -0.489294 -0.499490 34.660816 34.067266 34.494840 
55400 5.540000 98.492303 -0.500958 -0.489261 -0.500839 34.661706 34.063619 34.494664 
55500 5.550000 98.468551 -0.499974 -0.488883 -0.503807 34.662038 34.059961 34.494953 
55600 5.560000 98.252213 -0.499814 -0.488804 -0.507757 34.662029 34.056174 34.496267 
55700 5.570000 97.857782 -0.500259 -0.489406 -0.512077 34.661965 34.052361 34.498942 
55800 5.580000 97.373683 -0.500825 -0.490522 -0.516184 34.662055 34.048754 34.503109 
55900 5.590000 96.904730 -0.501207 -0.491846 -0.519390 34.662341 34.045527 34.508693 
56000 5.600000 96.511513 -0.501590 -0.493180 -0.521062 34.662759 34.042751 34.515384 
56100 5.610000 96.232792 -0.502222 -0.494316 -0.520838 34.663310 34.040429 34.522654 
56200 5.620000 96.138136 -0.502864 -0.495034 -0.518564 34.664080 34.038494 34.529847 
56300 5.630000 96.309677 -0.502868 -0.495248 -0.514360 34.665073 34.036803 34.536257 
56400 5.640000 96.726690 -0.501931 -0.495170 -0.508963 34.666067 34.035186 34.541217 
56500 5.650000 97.211207 -0.500503 -0.495385 -0.503671 34.666736 34.033542 34.544313 
56600 5.660000 97.553782 -0.499278 -0.496383 -0.499670 34.666911 34.031971 34.545581 
56700 5.670000 97.676628 -0.498549 -0.498030 -0.497491 34.666660 34.030740 34.545467 
56800 5.680000 97.670720 -0.498076 -0.499482 -0.496920 34.666157 34.030070 34.544600 
56900 5.690000 97.679281 -0.497483 -0.499922 -0.497416 34.665490 34.029894 34.543536 
57000 5.700000 97.744419 -0.496748 -0.499233 -0.498665 34.664618 34.029867 34.542644 
57100 5.710000 97.801182 -0.496199 -0.497814 -0.500723 34.663490 34.029606 34.542183 
57200 5.720000 97.782241 -0.495984 -0.496187 -0.503619 34.662173 34.028862 34.542432 
57300 5.730000 97.671545 -0.495864 -0.494951 -0.507055 34.660781 34.027565 34.543682 
57400 5.740000 97.494828 -0.495450 -0.494600 -0.510488 34.659347 34.025847 34.546120 
57500 5.750000 97.296567 -0.494579 -0.495178 -0.513442 34.657770 34.024009 34.549743 
57600 5.760000 97.097583 -0.493500 -0.496266 -0.515800 34.655891 34.022369 34.554387 
57700 5.770000 96.889828 -0.492593 -0.497317 -0.517797 34.653639 34.021098 34.559846 
57800 5.780000 96.681566 -0.491955 -0.497889 -0.519662 34.651072 34.020185 34.565997 
57900 5.790000 96.520390 -0.491461 -0.497677 -0.521267 34.648284 34.019467 34.572793 
58000 5.800000 96.492458 -0.490956 -0.496552 -0.522043 34.645326 34.018677 34.580146 
58100 5.810000 96.676169 -0.490299 -0.494584 -0.521407 34.642192 34.017504 34.587768 
58200 5.820000 97.055000 -0.489607 -0.492032 -0.519487 34.638832 34.015661 34.595173 
58300 5.830000 97.476384 -0.489417 -0.489312 -0.517299 34.635232 34.012951 34.601914 
58400 5.840000 97.746308 -0.490269 -0.486881 -0.516040 34.631566 34.009316 34.607900 
58500 5.850000 97.769240 -0.492223 -0.485105 -0.516120 34.628197 34.004854 34.613451 
58600 5.860000 97.554859 -0.495025 -0.484291 -0.517043 34.625504 33.999789 34.619031 
58700 5.870000 97.163996 -0.498409 -0.484585 -0.517915 34.623781 33.994448 34.624931 
58800 5.880000 96.719813 -0.501907 -0.485696 -0.517895 34.623230 33.989208 34.631134 
58900 5.890000 96.395504 -0.504754 -0.487015 -0.516378 34.623891 33.984346 34.637331 
59000 5.900000 96.329282 -0.506269 -0.488093 -0.513176 34.625537 33.979933 34.643004 
59100 5.910000 96.549952 -0.506337 -0.488865 -0.508569 34.627707 33.975887 34.647569 
59200 5.920000 96.951291 -0.505440 -0.489611 -0.503367 34.629902 33.972104 34.650538 
