step time temperature strxx stryy strzz lx ly lz
29600 2.960000 280.370440 -0.255257 -0.236559 -0.246450 37.052070 37.790475 36.489335 
29700 2.970000 280.491693 -0.259166 -0.239918 -0.251694 37.032319 37.770238 36.462687 
29800 2.980000 280.782577 -0.263204 -0.243639 -0.257159 37.009252 37.746490 36.432565 
29900 2.990000 281.328235 -0.267194 -0.247594 -0.262393 36.982928 37.719284 36.399051 
30000 3.000000 282.164027 -0.271106 -0.251800 -0.267135 36.953408 37.688681 36.362222 
30100 3.010000 283.254708 -0.275054 -0.256387 -0.271484 36.920751 37.654743 36.322150 
30200 3.020000 284.517536 -0.279248 -0.261538 -0.275869 36.885018 37.617538 36.278901 
30300 3.030000 285.875376 -0.283875 -0.267392 -0.280788 36.846272 37.577142 36.232542 
30400 3.040000 287.286937 -0.289030 -0.273988 -0.286582 36.804583 37.533640 36.183149 
30500 3.050000 288.746806 -0.294738 -0.281272 -0.293451 36.760030 37.487129 36.130807 
30600 3.060000 290.275245 -0.300983 -0.289080 -0.301467 36.712696 37.437712 36.075618 
30700 3.070000 291.911792 -0.307726 -0.297216 -0.310600 36.662674 37.385502 36.017701 
30800 3.080000 293.700199 -0.314908 -0.305555 -0.320657 36.610063 37.330615 35.957188 
30900 3.090000 295.663466 -0.322511 -0.314187 -0.331367 36.554968 37.273167 35.894224 
31000 3.100000 297.795475 -0.330596 -0.323349 -0.342484 36.497498 37.213282 35.828962 
31100 3.110000 300.094728 -0.339210 -0.333217 -0.353794 36.437769 37.151087 35.761561 
31200 3.120000 302.597585 -0.348269 -0.343743 -0.365074 36.375904 37.086718 35.692181 
31300 3.130000 305.371832 -0.357535 -0.354708 -0.376089 36.312031 37.020320 35.620980 
31400 3.140000 308.473065 -0.366802 -0.365877 -0.386710 36.246279 36.952044 35.548114 
31500 3.150000 311.906299 -0.376044 -0.377111 -0.396977 36.178777 36.882039 35.473730 
31600 3.160000 315.610792 -0.385460 -0.388447 -0.407187 36.109654 36.810457 35.397972 
31700 3.170000 319.459386 -0.395431 -0.400149 -0.417953 36.039038 36.737449 35.320980 
31800 3.180000 323.275133 -0.406520 -0.412692 -0.430000 35.967065 36.663170 35.242901 
31900 3.190000 326.910607 -0.419296 -0.426635 -0.443730 35.893884 36.587784 35.163900 
32000 3.200000 330.337792 -0.434033 -0.442267 -0.458941 35.819665 36.511472 35.084160 
32100 3.210000 333.651853 -0.450616 -0.459411 -0.475044 35.744601 36.434435 35.003882 
32200 3.220000 336.992421 -0.468732 -0.477494 -0.491450 35.668907 36.356890 34.923280 
32300 3.230000 340.436797 -0.488196 -0.495865 -0.508019 35.592816 36.279064 34.842567 
32400 3.240000 343.971583 -0.509031 -0.514032 -0.525091 35.516576 36.201188 34.761957 
32500 3.250000 347.568428 -0.531213 -0.531683 -0.543027 35.440450 36.123484 34.681670 
32600 3.260000 351.184146 -0.554506 -0.548947 -0.562116 35.364714 36.046170 34.601934 
32700 3.270000 354.708330 -0.578475 -0.566651 -0.582715 35.289659 35.969455 34.522989 
32800 3.280000 358.045189 -0.602413 -0.585913 -0.605030 35.215578 35.893552 34.445095 
32900 3.290000 361.208500 -0.625490 -0.607290 -0.628746 35.142763 35.818691 34.368528 
33000 3.300000 364.369298 -0.646921 -0.630142 -0.652965 35.071493 35.745126 34.293582 
33100 3.310000 367.771187 -0.666070 -0.652926 -0.676620 35.002024 35.673126 34.220553 
33200 3.320000 371.520775 -0.682940 -0.674238 -0.699215 34.934582 35.602958 34.149730 
33300 3.330000 375.502462 -0.698301 -0.693640 -0.720947 34.869364 35.534869 34.081384 
33400 3.340000 379.491264 -0.713157 -0.711651 -0.742109 34.806548 35.469081 34.015777 
33500 3.350000 383.302033 -0.728291 -0.729070 -0.762669 34.746304 35.405798 33.953158 
33600 3.360000 386.825507 -0.744244 -0.746347 -0.782379 34.688804 35.345218 33.893770 
33700 3.370000 390.010524 -0.761328 -0.763478 -0.801044 34.634231 35.287535 33.837845 
33800 3.380000 392.920463 -0.779221 -0.780020 -0.818235 34.582777 35.232939 33.785599 
33900 3.390000 395.717403 -0.796840 -0.795458 -0.833236 34.534648 35.181615 33.737231 
34000 3.400000 398.461457 -0.813175 -0.809965 -0.845590 34.490041 35.133734 33.692911 
34100 3.410000 401.063840 -0.827936 -0.824160 -0.855405 34.449142 35.089454 33.652779 
34200 3.420000 403.475783 -0.841087 -0.837688 -0.863158 34.412115 35.048933 33.616943 
34300 3.430000 405.781539 -0.852526 -0.848868 -0.869347 34.379108 35.012318 33.585488 
34400 3.440000 408.077572 -0.862089 -0.856107 -0.874414 34.350245 34.979731 33.558478 
34500 3.450000 410.296565 -0.869614 -0.859631 -0.878907 34.325633 34.951249 33.535967 
34600 3.460000 412.196625 -0.875586 -0.861340 -0.883114 34.305353 34.926907 33.518001 
34700 3.470000 413.520039 -0.881692 -0.862910 -0.886597 34.289471 34.906720 33.504626 
34800 3.480000 414.138466 -0.889534 -0.864835 -0.888691 34.278052 34.890702 33.495879 
34900 3.490000 414.171259 -0.898293 -0.866946 -0.888976 34.271185 34.878873 33.491780 
35000 3.500000 414.029292 -0.904593 -0.868406 -0.886958 34.268972 34.871256 33.492331 
35100 3.510000 414.110436 -0.905466 -0.867860 -0.882447 34.271483 34.867867 33.497506 
35200 3.520000 414.435003 -0.900671 -0.864685 -0.876138 34.278731 34.868702 33.507251 
35300 3.530000 414.805514 -0.891677 -0.859168 -0.868748 34.290660 34.873725 33.521491 
35400 3.540000 415.055907 -0.879909 -0.852050 -0.860386 34.307167 34.882877 33.540142 
35500 3.550000 415.074545 -0.866554 -0.843950 -0.851004 34.328120 34.896079 33.563105 
35600 3.560000 414.826161 -0.852487 -0.834890 -0.840605 34.353365 34.913244 33.590273 
35700 3.570000 414.377566 -0.838146 -0.824564 -0.828824 34.382744 34.934274 33.621526 
35800 3.580000 413.825181 -0.823833 -0.812934 -0.814907 34.416095 34.959056 33.656729 
35900 3.590000 413.185169 -0.809746 -0.800501 -0.798528 34.453257 34.987463 33.695721 
36000 3.600000 412.442485 -0.795393 -0.787709 -0.780441 34.494069 35.019358 33.738311 
36100 3.610000 411.645499 -0.779650 -0.774330 -0.762070 34.538372 35.054601 33.784289 
36200 3.620000 410.767251 -0.762339 -0.760024 -0.744768 34.585987 35.093046 33.833440 
36300 3.630000 409.675708 -0.744917 -0.744666 -0.729075 34.636717 35.134533 33.885561 
36400 3.640000 408.363029 -0.728674 -0.728051 -0.714402 34.690362 35.178892 33.940471 
36500 3.650000 406.926968 -0.713801 -0.710311 -0.699709 34.746738 35.225936 33.997996 
36600 3.660000 405.381272 -0.700020 -0.692399 -0.684479 34.805674 35.275464 34.057967 
36700 3.670000 403.669167 -0.686720 -0.675488 -0.668986 34.867014 35.327273 34.120202 
36800 3.680000 401.819053 -0.672768 -0.660025 -0.653774 34.930604 35.381170 34.184519 
36900 3.690000 399.951975 -0.657312 -0.645474 -0.639096 34.996284 35.436978 34.250736 
37000 3.700000 398.183318 -0.640560 -0.630841 -0.624704 35.063873 35.494529 34.318678 
37100 3.710000 396.622638 -0.622808 -0.615488 -0.610021 35.133174 35.553655 34.388172 
37200 3.720000 395.353937 -0.603996 -0.599411 -0.594512 35.203976 35.614176 34.459041 
37300 3.730000 394.367235 -0.584351 -0.582954 -0.578067 35.276055 35.675903 34.531094 
37400 3.740000 393.542536 -0.564694 -0.566526 -0.561091 35.349174 35.738641 34.604130 
37500 3.750000 392.708081 -0.546039 -0.550492 -0.544288 35.423092 35.802192 34.677938 
37600 3.760000 391.707410 -0.529092 -0.535185 -0.528373 35.497582 35.866364 34.752307 
37700 3.770000 390.470652 -0.513978 -0.520827 -0.513757 35.572434 35.930969 34.827038 
37800 3.780000 389.044662 -0.500304 -0.507357 -0.500390 35.647461 35.995833 34.901945 
37900 3.790000 387.549641 -0.487558 -0.494448 -0.487828 35.722493 36.060788 34.976856 
38000 3.800000 386.106323 -0.475391 -0.481767 -0.475535 35.797367 36.125674 35.051611 
38100 3.810000 384.790718 -0.463528 -0.469194 -0.463137 35.871929 36.190331 35.126049 
38200 3.820000 383.634460 -0.451654 -0.456826 -0.450556 35.946028 36.254600 35.200009 
38300 3.830000 382.609952 -0.439684 -0.444829 -0.438059 36.019510 36.318322 35.273324 
38400 3.840000 381.629363 -0.428023 -0.433231 -0.426114 36.092220 36.381344 35.345829 
38500 3.850000 380.616388 -0.417203 -0.421834 -0.415130 36.164003 36.443514 35.417364 
38600 3.860000 379.553419 -0.407493 -0.410374 -0.405236 36.234718 36.504683 35.487781 
38700 3.870000 378.448572 -0.398891 -0.398834 -0.396328 36.304235 36.564699 35.556943 
38800 3.880000 377.306141 -0.391180 -0.387521 -0.388220 36.372437 36.623409 35.624730 
38900 3.890000 376.145904 -0.383942 -0.376776 -0.380718 36.439219 36.680662 35.691028 
39000 3.900000 375.025036 -0.376633 -0.366744 -0.373648 36.504482 36.736312 35.755731 
39100 3.910000 374.016184 -0.368803 -0.357407 -0.366778 36.568125 36.790223 35.818740 
39200 3.920000 373.170181 -0.360362 -0.348687 -0.359831 36.630038 36.842266 35.879957 
39300 3.930000 372.476585 -0.351652 -0.340596 -0.352615 36.690106 36.892321 35.939282 
39400 3.940000 371.836641 -0.343183 -0.333362 -0.345361 36.748207 36.940273 35.996612 
39500 3.950000 371.103773 -0.335362 -0.327390 -0.338643 36.804223 36.986021 36.051843 
39600 3.960000 370.163798 -0.328462 -0.322982 -0.332885 36.858043 37.029479 36.104877 
39700 3.970000 368.998309 -0.322652 -0.320066 -0.328099 36.909570 37.070582 36.155631 
39800 3.980000 367.684578 -0.317908 -0.318105 -0.324051 36.958719 37.109283 36.204032 
39900 3.990000 366.354850 -0.313998 -0.316306 -0.320474 37.005423 37.145550 36.250020 
40000 4.000000 365.133064 -0.310565 -0.314052 -0.317164 37.049622 37.179353 36.293541 
40100 4.010000 364.095689 -0.307242 -0.311157 -0.313944 37.091265 37.210656 36.334543 
40200 4.020000 363.272701 -0.303741 -0.307764 -0.310711 37.130301 37.239413 36.372977 
40300 4.030000 362.648781 -0.299968 -0.304138 -0.307468 37.166679 37.265575 36.408794 
40400 4.040000 362.169237 -0.296055 -0.300593 -0.304323 37.200343 37.289086 36.441944 
40500 4.050000 361.759405 -0.292234 -0.297468 -0.301445 37.231236 37.309894 36.472380 
40600 4.060000 361.345802 -0.288756 -0.295016 -0.299053 37.259302 37.327951 36.500057 
40700 4.070000 360.877209 -0.285860 -0.293288 -0.297362 37.284489 37.343221 36.524940 
40800 4.080000 360.341193 -0.283710 -0.292183 -0.296463 37.306756 37.355676 36.547002 
40900 4.090000 359.760936 -0.282338 -0.291541 -0.296296 37.326070 37.365297 36.566227 
41000 4.100000 359.165304 -0.281684 -0.291301 -0.296739 37.342410 37.372074 36.582611 
41100 4.110000 358.568029 -0.281646 -0.291546 -0.297683 37.355765 37.375999 36.596158 
41200 4.120000 357.984025 -0.282114 -0.292423 -0.298954 37.366133 37.377074 36.606880 
41300 4.130000 357.451891 -0.282987 -0.293965 -0.300271 37.373520 37.375310 36.614795 
41400 4.140000 357.023414 -0.284215 -0.295965 -0.301407 37.377938 37.370727 36.619920 
41500 4.150000 356.735854 -0.285840 -0.298020 -0.302394 37.379402 37.363351 36.622270 
41600 4.160000 356.601644 -0.287926 -0.299723 -0.303450 37.377936 37.353210 36.621861 
41700 4.170000 356.612373 -0.290472 -0.300930 -0.304802 37.373569 37.340327 36.618708 
41800 4.180000 356.750573 -0.293394 -0.301793 -0.306575 37.366337 37.324720 36.612831 
41900 4.190000 357.001330 -0.296575 -0.302634 -0.308744 37.356281 37.306401 36.604255 
42000 4.200000 357.350953 -0.299915 -0.303813 -0.311231 37.343448 37.285384 36.593015 
42100 4.210000 357.786907 -0.303355 -0.305614 -0.313994 37.327884 37.261686 36.579146 
42200 4.220000 358.310607 -0.306841 -0.308162 -0.317019 37.309641 37.235333 36.562690 
42300 4.230000 358.931679 -0.310362 -0.311440 -0.320322 37.288767 37.206364 36.543692 
42400 4.240000 359.640658 -0.314055 -0.315384 -0.323985 37.265316 37.174825 36.522202 
42500 4.250000 360.413382 -0.318146 -0.319918 -0.328118 37.239339 37.140773 36.498272 
42600 4.260000 361.249691 -0.322755 -0.324950 -0.332760 37.210898 37.104274 36.471966 
42700 4.270000 362.180121 -0.327799 -0.330427 -0.337831 37.180057 37.065399 36.443350 
42800 4.280000 363.221685 -0.333144 -0.336462 -0.343246 37.146891 37.024227 36.412500 
42900 4.290000 364.351731 -0.338774 -0.343283 -0.349023 37.111476 36.980842 36.379494 
43000 4.300000 365.539315 -0.344774 -0.350991 -0.355275 37.073891 36.935342 36.344415 
43100 4.310000 366.782073 -0.351140 -0.359497 -0.362137 37.034222 36.887834 36.307355 
43200 4.320000 368.104929 -0.357654 -0.368657 -0.369703 36.992560 36.838436 36.268412 
43300 4.330000 369.547877 -0.364021 -0.378343 -0.377966 36.948996 36.787277 36.227693 
43400 4.340000 371.152407 -0.370155 -0.388306 -0.386780 36.903620 36.734489 36.185315 
43500 4.350000 372.941923 -0.376307 -0.398230 -0.395882 36.856518 36.680209 36.141402 
43600 4.360000 374.936384 -0.382789 -0.407815 -0.404947 36.807776 36.624574 36.096082 
43700 4.370000 377.158575 -0.389817 -0.416846 -0.413671 36.757485 36.567714 36.049480 
43800 4.380000 379.604592 -0.397661 -0.425212 -0.421813 36.705741 36.509752 36.001718 
43900 4.390000 382.249874 -0.406592 -0.432974 -0.429192 36.652652 36.450802 35.952909 
44000 4.400000 385.076605 -0.416535 -0.440426 -0.435702 36.598338 36.390968 35.903153 
44100 4.410000 388.072249 -0.427006 -0.448018 -0.441480 36.542935 36.330352 35.852541 
44200 4.420000 391.189468 -0.437524 -0.456112 -0.447099 36.486580 36.269055 35.801152 
44300 4.430000 394.326536 -0.448145 -0.464831 -0.453347 36.429414 36.207185 35.749063 
44400 4.440000 397.373318 -0.459330 -0.474153 -0.460889 36.371577 36.144856 35.696358 
44500 4.450000 400.272085 -0.471340 -0.484018 -0.470108 36.313216 36.082192 35.643139 
44600 4.460000 403.029408 -0.483990 -0.494425 -0.481084 36.254485 36.019321 35.589529 
44700 4.470000 405.702458 -0.496890 -0.505379 -0.493577 36.195550 35.956378 35.535672 
44800 4.480000 408.390595 -0.509718 -0.516671 -0.506985 36.136575 35.893504 35.481731 
44900 4.490000 411.200530 -0.522325 -0.527983 -0.520498 36.077723 35.830844 35.427880 
45000 4.500000 414.169996 -0.534717 -0.539278 -0.533505 36.019155 35.768542 35.374295 
45100 4.510000 417.252821 -0.546933 -0.550839 -0.545896 35.961026 35.706740 35.321141 
45200 4.520000 420.360005 -0.559167 -0.562879 -0.557949 35.903489 35.645584 35.268577 
45300 4.530000 423.367006 -0.571954 -0.575429 -0.570156 35.846696 35.585224 35.216754 
45400 4.540000 426.147771 -0.585994 -0.588375 -0.583045 35.790805 35.525817 35.165827 
45500 4.550000 428.651701 -0.601646 -0.601503 -0.596802 35.735988 35.467521 35.115955 
45600 4.560000 430.962189 -0.618491 -0.614554 -0.610992 35.682437 35.410500 35.067310 
45700 4.570000 433.248935 -0.635300 -0.627518 -0.624802 35.630357 35.354911 35.020067 
45800 4.580000 435.638069 -0.650658 -0.640657 -0.637657 35.579953 35.300914 34.974397 
45900 4.590000 438.120995 -0.664222 -0.653822 -0.649661 35.531408 35.248668 34.930455 
46000 4.600000 440.614849 -0.676800 -0.666174 -0.661298 35.484886 35.198330 34.888388 
46100 4.610000 443.056125 -0.688911 -0.677378 -0.672639 35.440535 35.150050 34.848336 
46200 4.620000 445.463752 -0.700066 -0.687911 -0.683163 35.398497 35.103960 34.810434 
46300 4.630000 447.894951 -0.709420 -0.698272 -0.692357 35.358905 35.060186 34.774809 
46400 4.640000 450.295299 -0.716831 -0.708786 -0.700368 35.321866 35.018850 34.741568 
46500 4.650000 452.524917 -0.722807 -0.719446 -0.707938 35.287464 34.980076 34.710805 
46600 4.660000 454.504376 -0.727848 -0.729772 -0.715737 35.255768 34.943989 34.682609 
46700 4.670000 456.259988 -0.732218 -0.738987 -0.723830 35.226834 34.910713 34.657071 
46800 4.680000 457.879779 -0.735982 -0.746514 -0.731628 35.200709 34.880354 34.634285 
46900 4.690000 459.435343 -0.738920 -0.752480 -0.738311 35.177435 34.853000 34.614344 
47000 4.700000 460.914624 -0.740797 -0.757627 -0.743383 35.157043 34.828721 34.597324 
47100 4.710000 462.226192 -0.741815 -0.762559 -0.746948 35.139553 34.807575 34.583284 
47200 4.720000 463.288365 -0.742387 -0.767197 -0.749507 35.124973 34.789620 34.572265 
47300 4.730000 464.089207 -0.742749 -0.770912 -0.751590 35.113309 34.774910 34.564295 
47400 4.740000 464.673299 -0.742975 -0.772909 -0.753472 35.104563 34.763488 34.559397 
47500 4.750000 465.108633 -0.743169 -0.772681 -0.754875 35.098736 34.755377 34.557592 
47600 4.760000 465.417702 -0.743591 -0.770339 -0.755245 35.095829 34.750573 34.558896 
47700 4.770000 465.550792 -0.744354 -0.766540 -0.754427 35.095848 34.749048 34.563314 
47800 4.780000 465.523091 -0.744757 -0.761862 -0.752475 35.098802 34.750756 34.570834 
47900 4.790000 465.438423 -0.743778 -0.756385 -0.749376 35.104696 34.755642 34.581433 
48000 4.800000 465.296718 -0.741402 -0.750024 -0.745405 35.113520 34.763640 34.595076 
48100 4.810000 464.961574 -0.738540 -0.742980 -0.741088 35.125247 34.774675 34.611713 
48200 4.820000 464.314919 -0.736038 -0.735622 -0.736604 35.139845 34.788664 34.631296 
48300 4.830000 463.373023 -0.733993 -0.728248 -0.731549 35.157287 34.805521 34.653771 
48400 4.840000 462.305497 -0.731326 -0.720948 -0.725244 35.177552 34.825158 34.679079 
48500 4.850000 461.321870 -0.726478 -0.713500 -0.717390 35.200610 34.847491 34.707147 
48600 4.860000 460.570656 -0.718479 -0.705233 -0.708260 35.226407 34.872432 34.737881 
48700 4.870000 460.113908 -0.707222 -0.695570 -0.698197 35.254851 34.899885 34.771174 
48800 4.880000 459.835899 -0.693610 -0.684901 -0.687471 35.285809 34.929735 34.806906 
48900 4.890000 459.497572 -0.679101 -0.674227 -0.676509 35.319122 34.961856 34.844947 
49000 4.900000 458.921820 -0.664806 -0.664175 -0.665717 35.354616 34.996121 34.885169 
49100 4.910000 458.067696 -0.651387 -0.654707 -0.655171 35.392123 35.032411 34.927441 
49200 4.920000 457.021123 -0.639163 -0.645150 -0.644548 35.431481 35.070613 34.971637 
49300 4.930000 455.925181 -0.627986 -0.634769 -0.633440 35.472547 35.110614 35.017629 
49400 4.940000 454.863523 -0.617228 -0.623576 -0.621821 35.515186 35.152289 35.065283 
49500 4.950000 453.783956 -0.606308 -0.612479 -0.610074 35.559270 35.195503 35.114457 
49600 4.960000 452.589892 -0.595389 -0.601898 -0.598706 35.604668 35.240122 35.165010 
49700 4.970000 451.246535 -0.585151 -0.591384 -0.587936 35.651248 35.286016 35.216801 
49800 4.980000 449.829730 -0.575909 -0.580353 -0.577354 35.698886 35.333058 35.269698 
49900 4.990000 448.479319 -0.567304 -0.568452 -0.566363 35.747470 35.381111 35.323571 
50000 5.000000 447.230093 -0.558863 -0.555824 -0.555095 35.796896 35.430029 35.378283 
50100 5.010000 445.987859 -0.550451 -0.542974 -0.544270 35.847059 35.479653 35.433694 
50200 5.020000 444.667476 -0.542115 -0.530359 -0.534352 35.897856 35.529824 35.489668 
50300 5.030000 443.267307 -0.533849 -0.518244 -0.525167 35.949184 35.580381 35.546080 
50400 5.040000 441.856894 -0.525523 -0.506775 -0.516096 36.000941 35.631171 35.602814 
50500 5.050000 440.504870 -0.516883 -0.496056 -0.506688 36.053021 35.682049 35.659754 
50600 5.060000 439.208058 -0.507751 -0.486218 -0.497095 36.105316 35.732875 35.716781 
50700 5.070000 437.893613 -0.498195 -0.477423 -0.487893 36.157710 35.783524 35.773770 
50800 5.080000 436.489707 -0.488436 -0.469739 -0.479517 36.210081 35.833881 35.830602 
50900 5.090000 434.997010 -0.478736 -0.462958 -0.471909 36.262304 35.883845 35.887169 
51000 5.100000 433.506491 -0.469250 -0.456564 -0.464567 36.314252 35.933327 35.943370 
51100 5.110000 432.131917 -0.460033 -0.449977 -0.456940 36.365804 35.982242 35.999109 
51200 5.120000 430.906057 -0.451220 -0.443004 -0.448824 36.416837 36.030503 36.054284 
51300 5.130000 429.774185 -0.443035 -0.435861 -0.440362 36.467237 36.078015 36.108788 
51400 5.140000 428.686170 -0.435425 -0.428832 -0.431817 36.516895 36.124682 36.162507 
51500 5.150000 427.671781 -0.427953 -0.421999 -0.423304 36.565710 36.170410 36.215327 
51600 5.160000 426.794282 -0.420136 -0.415282 -0.414861 36.613580 36.215104 36.267132 
51700 5.170000 426.042132 -0.411861 -0.408654 -0.406813 36.660402 36.258674 36.317809 
51800 5.180000 425.323152 -0.403420 -0.402230 -0.399655 36.706063 36.301028 36.367246 
51900 5.190000 424.553170 -0.395273 -0.396183 -0.393557 36.750449 36.342076 36.415347 
52000 5.200000 423.693280 -0.387817 -0.390602 -0.388396 36.793449 36.381735 36.462026 
52100 5.210000 422.743227 -0.381277 -0.385375 -0.384025 36.834961 36.419926 36.507211 
52200 5.220000 421.736467 -0.375677 -0.380204 -0.380372 36.874894 36.456576 36.550840 
52300 5.230000 420.710787 -0.370940 -0.374821 -0.377391 36.913171 36.491612 36.592861 
52400 5.240000 419.691332 -0.366946 -0.369174 -0.374977 36.949724 36.524956 36.633231 
52500 5.250000 418.693295 -0.363558 -0.363436 -0.372916 36.984497 36.556530 36.671913 
52600 5.260000 417.730863 -0.360663 -0.357882 -0.370899 37.017441 36.586251 36.708877 
52700 5.270000 416.822673 -0.358198 -0.352720 -0.368618 37.048514 36.614042 36.744093 
52800 5.280000 415.991954 -0.356131 -0.347986 -0.365860 37.077679 36.639827 36.777526 
52900 5.290000 415.251337 -0.354431 -0.343651 -0.362582 37.104905 36.663539 36.809137 
53000 5.300000 414.591996 -0.353051 -0.339802 -0.358861 37.130166 36.685116 36.838879 
53100 5.310000 414.006203 -0.351885 -0.336510 -0.354843 37.153442 36.704502 36.866698 
53200 5.320000 413.495602 -0.350806 -0.333730 -0.350747 37.174713 36.721648 36.892537 
53300 5.330000 413.044021 -0.349701 -0.331462 -0.346870 37.193964 36.736514 36.916339 
53400 5.340000 412.625951 -0.348483 -0.329790 -0.343491 37.211176 36.749066 36.938049 
53500 5.350000 412.240169 -0.347077 -0.328656 -0.340800 37.226331 36.759279 36.957619 
53600 5.360000 411.904776 -0.345536 -0.327803 -0.338880 37.239408 36.767134 36.975010 
53700 5.370000 411.625666 -0.344055 -0.327047 -0.337708 37.250386 36.772618 36.990195 
53800 5.380000 411.382634 -0.342813 -0.326537 -0.337173 37.259243 36.775719 37.003157 
53900 5.390000 411.144136 -0.341912 -0.326587 -0.337164 37.265960 36.776428 37.013888 
54000 5.400000 410.882054 -0.341414 -0.327418 -0.337667 37.270526 36.774745 37.022387 
54100 5.410000 410.583001 -0.341373 -0.329102 -0.338682 37.272932 36.770681 37.028661 
54200 5.420000 410.269786 -0.341789 -0.331534 -0.340099 37.273178 36.764258 37.032724 
54300 5.430000 410.012529 -0.342588 -0.334402 -0.341670 37.271271 36.755510 37.034596 
54400 5.440000 409.904884 -0.343635 -0.337287 -0.343089 37.267221 36.744476 37.034299 
54500 5.450000 410.013725 -0.344801 -0.339897 -0.344170 37.261043 36.731197 37.031854 
54600 5.460000 410.343756 -0.346037 -0.342179 -0.344978 37.252754 36.715708 37.027275 
54700 5.470000 410.844143 -0.347376 -0.344241 -0.345846 37.242372 36.698042 37.020577 
54800 5.480000 411.440076 -0.348884 -0.346284 -0.347219 37.229916 36.678229 37.011771 
54900 5.490000 412.055183 -0.350639 -0.348611 -0.349449 37.215409 36.656298 37.000879 
55000 5.500000 412.620974 -0.352762 -0.351606 -0.352695 37.198876 36.632282 36.987934 
55100 5.510000 413.091746 -0.355431 -0.355581 -0.356901 37.180348 36.606224 36.972981 
55200 5.520000 413.467654 -0.358798 -0.360658 -0.361798 37.159864 36.578181 36.956080 
55300 5.530000 413.818148 -0.362836 -0.366689 -0.366897 37.137470 36.548224 36.937301 
55400 5.540000 414.279928 -0.367235 -0.373283 -0.371628 37.113225 36.516439 36.916716 
55500 5.550000 415.001477 -0.371493 -0.379929 -0.375603 37.087190 36.482918 36.894390 
55600 5.560000 416.065126 -0.375233 -0.386171 -0.378852 37.059426 36.447753 36.870382 
55700 5.570000 417.451153 -0.378474 -0.391776 -0.381738 37.029985 36.411034 36.844737 
55800 5.580000 419.065197 -0.381582 -0.396820 -0.384678 36.998913 36.372837 36.817497 
55900 5.590000 420.788315 -0.385025 -0.401653 -0.387993 36.966256 36.333236 36.788706 
56000 5.600000 422.503644 -0.389271 -0.406710 -0.391907 36.932062 36.292296 36.758410 
56100 5.610000 424.115136 -0.394743 -0.412312 -0.396624 36.896390 36.250091 36.726666 
56200 5.620000 425.589554 -0.401562 -0.418520 -0.402300 36.859318 36.206697 36.693538 
56300 5.630000 426.987055 -0.409339 -0.425194 -0.408896 36.820937 36.162201 36.659107 
56400 5.640000 428.436389 -0.417285 -0.432135 -0.416159 36.781355 36.116695 36.623463 
56500 5.650000 430.053399 -0.424695 -0.439215 -0.423747 36.740679 36.070275 36.586705 
56600 5.660000 431.865385 -0.431452 -0.446422 -0.431433 36.699008 36.023038 36.548937 
56700 5.670000 433.811393 -0.437990 -0.453833 -0.439186 36.656436 35.975082 36.510262 
56800 5.680000 435.806039 -0.444815 -0.461569 -0.447124 36.613048 35.926509 36.470785 
56900 5.690000 437.793024 -0.452132 -0.469755 -0.455409 36.568938 35.877422 36.430612 
57000 5.700000 439.766022 -0.459844 -0.478437 -0.464108 36.524202 35.827932 36.389855 
57100 5.710000 441.753483 -0.467832 -0.487526 -0.473092 36.478943 35.778156 36.348628 
57200 5.720000 443.788663 -0.476146 -0.496828 -0.482065 36.433265 35.728215 36.307049 
57300 5.730000 445.902295 -0.484890 -0.506114 -0.490747 36.387278 35.678231 36.265238 
57400 5.740000 448.110243 -0.494091 -0.515173 -0.499025 36.341095 35.628328 36.223306 
57500 5.750000 450.401847 -0.503745 -0.523866 -0.507000 36.294836 35.578625 36.181361 
57600 5.760000 452.732047 -0.513938 -0.532147 -0.514949 36.248625 35.529235 36.139507 
57700 5.770000 455.022834 -0.524714 -0.540212 -0.523264 36.202593 35.480267 36.097845 
57800 5.780000 457.202991 -0.535877 -0.548504 -0.532281 36.156878 35.431823 36.056483 
57900 5.790000 459.265088 -0.546896 -0.557388 -0.542092 36.111621 35.384013 36.015533 
58000 5.800000 461.266039 -0.557161 -0.566909 -0.552517 36.066962 35.336948 35.975122 
58100 5.810000 463.276310 -0.566362 -0.576824 -0.563183 36.023029 35.290752 35.935380 
58200 5.820000 465.362538 -0.574480 -0.586719 -0.573606 35.979938 35.245550 35.896441 
58300 5.830000 467.591762 -0.581648 -0.596033 -0.583304 35.937789 35.201468 35.858435 
58400 5.840000 469.997801 -0.588159 -0.604165 -0.591972 35.896671 35.158624 35.821484 
58500 5.850000 472.516401 -0.594516 -0.611002 -0.599689 35.856663 35.117120 35.785693 
58600 5.860000 474.971999 -0.601340 -0.617246 -0.606735 35.817843 35.077039 35.751157 
58700 5.870000 477.213614 -0.609011 -0.623840 -0.613215 35.780294 35.038460 35.717963 
58800 5.880000 479.216228 -0.617488 -0.631189 -0.618968 35.744109 35.001464 35.686188 
58900 5.890000 481.030189 -0.626539 -0.639116 -0.623826 35.709392 34.966141 35.655901 
59000 5.900000 482.701114 -0.635802 -0.647378 -0.627800 35.676252 34.932589 35.627160 
59100 5.910000 484.274184 -0.644661 -0.655816 -0.631067 35.644802 34.900911 35.600012 
59200 5.920000 485.785232 -0.652394 -0.664251 -0.634015 35.615150 34.871209 35.574495 
