velocity_x speed
-0.227237 0.439943
-0.946018 1.499052
-1.762699 2.985282
-2.033736 3.575247
0.587319 0.862027
0.253443 1.675472
0.283627 2.167621
0.023524 2.389853
-0.666552 1.868120
1.653323 1.985763
1.742625 2.029589
-0.775221 0.864427
0.849969 1.502939
3.444299 3.912460
0.634706 3.226050
1.209531 2.307936
-0.375658 0.953539
-1.642357 2.813569
-0.816441 2.391977
-0.002963 0.823341
0.270378 2.200412
-1.610559 2.722440
0.943248 1.097114
-0.535401 1.859519
-0.375324 0.952667
-1.785555 2.197822
-0.852695 3.984129
-2.528451 2.645908
-2.952617 3.509670
-0.768793 0.903942
-1.036563 3.146015
1.130147 2.448049
0.200163 1.192837
0.436516 1.324854
0.279984 1.871042
0.418377 0.931629
-0.965157 1.569526
1.123610 1.614376
1.050388 3.118706
-0.649975 1.701167
0.084821 0.970573
-0.837208 1.415833
-0.886805 1.413205
0.477776 1.045155
1.053533 1.844389
1.091528 1.605096
2.544147 3.014822
-0.906712 1.184359
-2.391729 2.507497
-1.232978 1.563525
-1.079453 2.997991
0.703119 1.211142
-2.054632 3.894651
1.743468 2.359909
-1.779055 2.087929
2.302372 2.678173
-0.283722 1.590327
0.334953 2.056181
0.298486 1.320768
-1.623444 3.270909
1.071614 1.427145
-1.263392 1.934909
-1.332264 2.076541
2.566978 2.662766
-0.768908 2.013731
-0.473082 2.503221
-0.409853 1.886795
1.201938 1.778279
2.167107 2.515686
2.774126 3.373382
-1.300326 1.980899
-0.883354 1.666828
2.290754 2.570633
-0.176493 1.206967
-1.410021 2.213721
-1.368597 1.840020
0.258034 0.660218
-0.509575 2.466763
-1.508116 2.614451
1.831244 2.013129
2.038498 2.411568
1.572478 2.134258
-0.357981 0.410323
-2.023547 2.107317
-0.284079 2.334012
1.288215 2.466023
0.728475 1.597722
0.813743 1.537549
0.989207 2.274905
-1.375532 2.171381
-1.002229 2.371903
0.924779 1.538696
-1.347580 1.839669
0.895673 1.664881
0.449259 1.526220
-0.999904 2.707178
-1.111109 1.519577
-0.636961 1.032064
1.452870 1.592747
0.859707 0.865939
-0.293836 1.420901
-1.122249 1.890902
0.622752 1.939711
0.904766 2.262538
-1.313492 1.780291
-1.007977 2.129010
0.727055 1.422481
-2.530860 3.008882
-1.413802 1.640213
1.404245 1.835169
-1.132583 1.540160
0.028607 1.413691
-1.134664 3.514901
-0.982990 2.073931
-0.627098 1.594055
0.441223 1.647237
0.660561 2.009283
1.123684 2.950330
-0.096871 1.395838
-2.038350 2.187712
-0.840050 0.901585
-0.595876 3.250973
-1.405785 1.608637
-0.937813 1.088219
-0.644492 2.111076
-0.984486 1.791348
2.037254 2.469515
0.658333 1.947699
0.247259 2.088805
1.491033 2.453270
-1.048156 2.140710
-0.642776 1.646974
-0.970767 2.538275
-1.310633 1.339260
-1.175806 3.623841
0.376591 2.864173
-0.730239 1.424338
-0.841756 1.618375
0.883444 0.942047
0.928338 1.278748
-1.067407 1.978868
2.214962 3.122586
0.735428 1.393997
-0.867921 1.969233
-2.004102 3.478972
-2.386937 3.254632
1.981652 2.304827
2.501458 2.764380
-0.062745 1.388098
0.548399 1.095946
-2.054850 2.537291
-1.668676 2.118537
0.277407 1.832726
2.343813 3.941622
0.317199 2.432612
-0.053374 1.496714
0.116404 1.772450
-0.065387 1.052413
-1.242868 1.992126
-0.785615 1.453614
1.177325 2.432509
-0.730295 4.394656
-0.710640 1.842208
-0.702731 1.979498
0.104390 1.196502
2.039850 2.205100
-0.844307 2.090520
-0.245640 0.536805
-1.317906 1.606937
-0.594865 1.773355
-0.590140 1.283269
-0.985717 1.390292
-0.045899 3.677384
1.822084 2.027389
0.343787 2.012592
0.961072 1.117884
1.251091 1.409055
-0.004191 2.254350
-1.989769 2.178152
0.564330 1.947885
1.556033 2.609881
-1.840098 3.219381
-1.495975 1.540515
0.389259 2.933776
-0.411047 3.083610
-0.380945 2.515252
-0.953433 1.255143
-1.736336 1.843336
1.186890 1.639184
0.251338 1.098801
0.515389 0.706487
-0.999885 1.413644
-0.996865 1.609154
0.431993 2.168954
3.146787 3.320680
-0.841540 2.692908
-1.557097 2.500768
-1.654542 1.929331
0.376653 2.094811
-0.566206 1.527715
-0.972509 1.717630
0.126225 1.404891
0.658066 0.980405
2.761097 2.952935
-1.703493 2.771807
0.814325 2.213402
1.237216 1.567692
1.426962 2.024754
0.716741 1.313385
0.312710 1.629651
-1.009814 1.016891
1.580187 2.344235
0.567198 1.979979
-0.737268 1.352902
-1.927668 2.470347
-1.001752 2.379479
0.116906 1.845079
-0.837981 2.926446
-3.011991 3.809199
-0.588804 1.296824
3.799512 3.886983
-1.760507 2.713536
-2.373089 2.920929
-1.072304 1.195765
-0.922473 2.937250
-1.540891 1.818469
0.643772 2.088082
-0.331063 0.772305
0.788518 3.823927
-1.921443 4.546106
-0.075673 2.154355
-1.665094 2.056703
1.335487 2.629182
0.502758 1.292804
0.172725 1.660294
-1.785190 2.430515
1.316236 2.472442
1.458765 3.876163
-0.453725 0.457769
-0.286400 1.253883
0.208549 1.888166
-0.461165 1.220705
0.635633 0.852547
-0.634712 2.057494
-1.626810 2.082512
-2.846916 2.989523
-2.015194 2.276390
0.273358 3.561781
-1.689241 3.300099
-0.220789 1.387464
-1.313993 3.509319
3.268366 3.551606
-0.054874 1.331808
1.270244 2.527715
-1.452769 2.783817
0.441327 1.352987
0.743489 1.959645
0.683699 1.880854
-2.890126 3.324900
0.946076 2.448451
1.412969 1.656207
0.010629 1.126531
1.090783 1.985979
0.180542 2.405693
-0.349040 1.518377
0.186153 2.476951
-0.186872 0.462278
0.372535 1.504923
2.067979 2.683507
1.214885 1.808022
1.119394 1.409664
0.574718 2.882256
-0.610076 1.286244
1.772982 2.903305
1.886465 2.719010
-1.515470 3.099964
0.399997 1.746794
0.284968 2.298732
2.057163 3.675108
-1.467529 1.898278
0.057901 1.098079
-0.037376 0.717080
-0.774513 2.616718
-0.669638 2.415348
0.692663 2.662131
0.646901 1.715522
0.638583 2.373139
-0.728419 1.103987
-1.893923 3.388060
-0.154771 3.079769
0.603590 1.593605
0.480003 1.195678
1.559012 3.136123
-2.669646 2.769187
0.718896 1.830452
0.332623 3.456533
-0.764191 1.848929
1.444974 1.618348
-0.901049 2.996688
0.744403 1.174395
1.113293 3.402827
-1.060215 3.151146
-0.323358 2.444665
-0.175440 1.081426
-0.788870 1.600961
-1.421582 1.511218
-1.819478 3.229838
0.540689 1.675467
-2.330811 2.609663
0.673617 1.775679
0.133323 0.577888
0.003810 1.550857
1.870172 1.890564
0.289163 2.069720
1.705040 1.750898
-0.947433 1.862751
-1.585659 1.845985
-1.417479 2.235348
0.086697 0.986954
-1.532116 2.715505
1.630329 2.890732
-0.430465 1.358933
-1.388238 1.857982
1.812626 2.391366
2.204416 2.509184
-0.760435 2.948062
1.652054 2.747505
-1.084413 1.221906
0.316301 1.661899
0.952658 1.472068
-0.605428 0.840804
2.386699 2.513948
0.332418 3.387494
0.554564 2.201816
1.600509 1.711639
2.470977 2.520686
-0.460435 1.868903
0.268184 2.220386
0.386856 0.738454
2.010962 2.935722
0.392823 1.658348
0.391494 1.736850
-1.164177 2.807788
0.043982 0.980871
0.927585 2.806755
-1.680662 3.187826
0.603881 3.044245
-1.071631 1.588997
0.919381 2.198949
-1.183954 1.336710
-1.769408 2.430170
-0.948812 1.693976
-1.861070 2.318061
-0.888385 1.558268
1.827898 2.366641
-0.663467 2.738930
